student_id,name,age,gender,education_level,cgpa,previous_internships,location_type,family_income,digital_literacy,skills,preferred_sector,preferred_location
204,Student_204,23,Male,High School,7.67,1,Urban,2-5 Lakh,Basic,"Leadership, English, Field Work, Python",Media,Bangalore
205,Student_205,21,Male,Undergraduate,6.16,1,Urban,5-8 Lakh,Intermediate,"Chemistry, Communication, Design, Social Media",Media,Chennai
206,Student_206,18,Female,Postgraduate,7.84,1,Urban,>8 Lakh,Intermediate,"Problem Solving, Mathematics",Finance,Pune
207,Student_207,19,Female,Diploma,4.04,2,Urban,2-5 Lakh,Basic,"Field Work, Agriculture, Finance, Java",Government,Delhi
208,Student_208,22,Male,Postgraduate,7.2,2,Urban,2-5 Lakh,Intermediate,"Customer Service, Social Media, Communication",Healthcare,Mumbai
209,Student_209,18,Male,Diploma,7.59,2,Rural,>8 Lakh,Advanced,"Finance, Leadership, Mathematics, Local Language, Agriculture",Education,Rural
210,Student_210,19,Other,Postgraduate,8.31,0,Urban,<2 Lakh,Advanced,"Customer Service, Team Work",Marketing,Mumbai
211,Student_211,21,Male,Undergraduate,5.98,1,Urban,2-5 Lakh,Intermediate,"MS Office, Chemistry, Finance, Team Work",IT,Bangalore
212,Student_212,22,Male,Undergraduate,7.3,0,Urban,2-5 Lakh,Intermediate,"Biology, Agriculture, Design",Manufacturing,Rural
213,Student_213,22,Male,High School,6.09,1,Semi-Urban,<2 Lakh,Basic,"Customer Service, Finance, Problem Solving, Biology, Healthcare",Agriculture,Pune
214,Student_214,19,Female,Postgraduate,7.51,1,Semi-Urban,2-5 Lakh,Basic,"Finance, Teaching, Chemistry",Media,Bangalore
215,Student_215,22,Female,Undergraduate,6.13,1,Semi-Urban,<2 Lakh,Intermediate,"Social Media, English, Teaching, Chemistry, Agriculture",Manufacturing,Rural
216,Student_216,19,Male,Diploma,6.71,1,Urban,5-8 Lakh,Basic,"Healthcare, English, Social Media, Teaching, Finance",Agriculture,Delhi
217,Student_217,20,Male,Undergraduate,6.01,3,Urban,>8 Lakh,Advanced,"Excel, Field Work, Research",Government,Rural
218,Student_218,22,Female,Diploma,7.98,0,Urban,<2 Lakh,Basic,"Social Media, Teaching, MS Office, Customer Service",Agriculture,Chennai
219,Student_219,21,Female,Postgraduate,8.23,1,Urban,5-8 Lakh,Basic,"Excel, Leadership, Social Media, Marketing, Field Work",Manufacturing,Rural
220,Student_220,23,Male,High School,6.92,0,Rural,<2 Lakh,Basic,"Leadership, Field Work, Data Analysis",Environment,Any
221,Student_221,22,Female,Undergraduate,7.25,0,Rural,2-5 Lakh,Intermediate,"Excel, Design, MS Office",Media,Any
222,Student_222,21,Male,Undergraduate,5.46,0,Semi-Urban,<2 Lakh,Intermediate,"Customer Service, Finance, Design",Education,Any
223,Student_223,18,Male,High School,6.84,2,Semi-Urban,>8 Lakh,Intermediate,"Java, Data Analysis, Design",Marketing,Chennai
224,Student_224,20,Female,Diploma,7.14,2,Urban,5-8 Lakh,Basic,"Marketing, Chemistry",Agriculture,Bangalore
225,Student_225,20,Male,High School,10.0,2,Rural,5-8 Lakh,Intermediate,"Project Management, Field Work",Media,Chennai
226,Student_226,19,Female,Undergraduate,5.87,3,Urban,5-8 Lakh,Basic,"Python, Chemistry, Project Management",Finance,Rural
227,Student_227,25,Male,Diploma,8.96,0,Urban,2-5 Lakh,Advanced,"Marketing, Healthcare, Python",Government,Any
228,Student_228,20,Male,Undergraduate,8.4,0,Rural,>8 Lakh,Intermediate,"Sales, Research",Agriculture,Mumbai
229,Student_229,23,Other,Diploma,7.54,1,Urban,5-8 Lakh,Basic,"Chemistry, Marketing, Design, Customer Service, Biology",Education,Any
230,Student_230,21,Male,Diploma,9.31,1,Urban,>8 Lakh,Intermediate,"Biology, Customer Service, Mathematics, Team Work",Manufacturing,Rural
231,Student_231,22,Female,Undergraduate,7.65,1,Urban,2-5 Lakh,Intermediate,"Social Media, Healthcare",Agriculture,Any
232,Student_232,21,Male,High School,7.67,0,Rural,<2 Lakh,Basic,"Social Media, Teaching, Design, Healthcare",Marketing,Any
233,Student_233,21,Male,Postgraduate,7.14,1,Rural,2-5 Lakh,Advanced,"Python, Marketing, MS Office, Local Language",Environment,Mumbai
234,Student_234,21,Male,Postgraduate,8.67,1,Urban,<2 Lakh,Intermediate,"Local Language, Mathematics, Marketing, Biology, Problem Solving",Government,Delhi
235,Student_235,19,Female,Undergraduate,8.52,0,Semi-Urban,2-5 Lakh,Basic,"Finance, Leadership",Media,Delhi
236,Student_236,22,Male,Undergraduate,6.45,1,Urban,2-5 Lakh,Basic,"Team Work, Customer Service",Finance,Mumbai
237,Student_237,20,Female,Postgraduate,5.62,1,Urban,2-5 Lakh,Intermediate,"Python, Marketing, Project Management, Local Language, Excel",Agriculture,Pune
238,Student_238,18,Male,Diploma,6.96,1,Rural,<2 Lakh,Intermediate,"English, Design, Leadership, Finance, Problem Solving",Manufacturing,Rural
239,Student_239,21,Female,High School,6.24,0,Rural,<2 Lakh,Intermediate,"Java, Teaching, Marketing, MS Office",Marketing,Any
240,Student_240,19,Male,Diploma,7.12,1,Semi-Urban,2-5 Lakh,Intermediate,"Data Analysis, Finance, MS Office, Chemistry",Manufacturing,Pune
241,Student_241,24,Female,Undergraduate,8.68,0,Urban,>8 Lakh,Intermediate,"Marketing, Teaching",Agriculture,Delhi
242,Student_242,25,Female,High School,6.65,0,Rural,2-5 Lakh,Advanced,"Chemistry, Design, Teaching",Healthcare,Mumbai
243,Student_243,24,Female,Undergraduate,7.15,2,Rural,2-5 Lakh,Intermediate,"Excel, Healthcare",Media,Delhi
244,Student_244,20,Female,Postgraduate,7.27,1,Semi-Urban,5-8 Lakh,Intermediate,"Python, Biology",Finance,Bangalore
245,Student_245,18,Female,Postgraduate,8.22,0,Urban,2-5 Lakh,Basic,"Customer Service, Java, Sales, Social Media",Media,Chennai
246,Student_246,24,Female,Undergraduate,4.5,1,Rural,<2 Lakh,Basic,"English, Excel",NGO,Delhi
247,Student_247,20,Male,High School,6.47,1,Rural,2-5 Lakh,Basic,"Chemistry, English, Java",Education,Bangalore
248,Student_248,25,Male,Undergraduate,7.45,2,Urban,<2 Lakh,Intermediate,"Chemistry, Python, Social Media, Data Analysis, Team Work",Environment,Mumbai
249,Student_249,25,Female,Undergraduate,8.64,1,Rural,>8 Lakh,Advanced,"Leadership, Social Media",NGO,Pune
250,Student_250,23,Female,High School,6.61,1,Urban,<2 Lakh,Basic,"Leadership, Healthcare, Local Language, Communication, Project Management",IT,Chennai
251,Student_251,20,Female,High School,4.95,1,Rural,2-5 Lakh,Basic,"Data Analysis, Finance, Field Work, Teaching, Chemistry",Government,Chennai
252,Student_252,20,Male,Postgraduate,7.94,0,Semi-Urban,<2 Lakh,Advanced,"Sales, Problem Solving, Team Work",Finance,Chennai
253,Student_253,23,Male,Undergraduate,6.44,0,Rural,<2 Lakh,Basic,"Team Work, Biology",Government,Any
254,Student_254,20,Male,Undergraduate,5.77,1,Rural,5-8 Lakh,Intermediate,"Field Work, Communication, Chemistry",Marketing,Mumbai
255,Student_255,19,Female,Postgraduate,6.45,1,Rural,<2 Lakh,Intermediate,"Problem Solving, Research, Communication",Healthcare,Chennai
256,Student_256,21,Male,Undergraduate,6.98,1,Urban,<2 Lakh,Intermediate,"Project Management, Python, Research",Manufacturing,Rural
257,Student_257,24,Male,Undergraduate,6.47,0,Urban,2-5 Lakh,Basic,"Project Management, Local Language, Marketing",Environment,Hyderabad
258,Student_258,22,Male,Undergraduate,4.55,0,Rural,<2 Lakh,Basic,"Marketing, Field Work, Data Analysis, Excel, Project Management",Government,Any
259,Student_259,21,Male,Diploma,8.28,1,Urban,<2 Lakh,Intermediate,"Field Work, English",Education,Bangalore
260,Student_260,18,Female,Undergraduate,8.73,0,Urban,5-8 Lakh,Advanced,"Social Media, Communication, Field Work, Chemistry",Environment,Chennai
261,Student_261,21,Male,Undergraduate,7.98,1,Rural,5-8 Lakh,Intermediate,"Research, Local Language",Marketing,Delhi
262,Student_262,25,Female,Undergraduate,5.83,0,Urban,>8 Lakh,Basic,"Team Work, Mathematics, Communication",Finance,Pune
263,Student_263,19,Male,Postgraduate,6.96,1,Urban,5-8 Lakh,Intermediate,"Mathematics, Project Management, Java, Sales, Customer Service",Marketing,Mumbai
264,Student_264,21,Male,Undergraduate,7.19,2,Rural,5-8 Lakh,Advanced,"Design, Local Language, Sales",Environment,Mumbai
265,Student_265,23,Male,Undergraduate,7.92,0,Urban,<2 Lakh,Intermediate,"Excel, Agriculture",Education,Hyderabad
266,Student_266,22,Male,Undergraduate,8.0,1,Semi-Urban,5-8 Lakh,Advanced,"English, MS Office, Python, Design",Manufacturing,Hyderabad
267,Student_267,22,Male,Undergraduate,6.32,0,Semi-Urban,5-8 Lakh,Basic,"Healthcare, Communication, Design, Sales",Manufacturing,Delhi
268,Student_268,22,Male,Undergraduate,7.3,1,Rural,5-8 Lakh,Basic,"English, Finance, Field Work, Leadership",Healthcare,Rural
269,Student_269,20,Female,Diploma,7.75,1,Urban,2-5 Lakh,Intermediate,"Design, Problem Solving, Biology",Government,Pune
270,Student_270,20,Male,Undergraduate,8.95,1,Rural,<2 Lakh,Intermediate,"Agriculture, English, Teaching",Media,Mumbai
271,Student_271,23,Female,High School,8.05,1,Semi-Urban,5-8 Lakh,Basic,"Team Work, Mathematics, Customer Service, Chemistry, Healthcare",Government,Chennai
272,Student_272,23,Female,Diploma,8.15,2,Rural,5-8 Lakh,Basic,"Finance, Design, Biology, Project Management, Teaching",Media,Rural
273,Student_273,23,Female,Undergraduate,7.3,0,Urban,>8 Lakh,Intermediate,"MS Office, Social Media, Excel",Manufacturing,Hyderabad
274,Student_274,24,Male,Undergraduate,8.89,0,Rural,<2 Lakh,Basic,"Teaching, Finance, Social Media, Chemistry",NGO,Bangalore
275,Student_275,21,Male,Postgraduate,7.69,2,Semi-Urban,<2 Lakh,Basic,"Finance, Project Management, Team Work",NGO,Bangalore
276,Student_276,21,Male,Undergraduate,6.17,1,Rural,<2 Lakh,Intermediate,"Local Language, Marketing, MS Office",Manufacturing,Pune
277,Student_277,22,Male,Undergraduate,8.88,2,Rural,5-8 Lakh,Intermediate,"Python, Healthcare",NGO,Any
278,Student_278,21,Other,Undergraduate,8.04,1,Rural,<2 Lakh,Intermediate,"MS Office, Problem Solving, Healthcare",IT,Pune
279,Student_279,22,Male,Undergraduate,6.67,2,Rural,<2 Lakh,Basic,"Data Analysis, Sales, Mathematics",Agriculture,Delhi
280,Student_280,22,Male,High School,6.62,1,Urban,>8 Lakh,Intermediate,"Teaching, MS Office",NGO,Chennai
281,Student_281,23,Female,Diploma,7.56,1,Rural,<2 Lakh,Intermediate,"Teaching, Team Work, Field Work",Media,Any
282,Student_282,20,Female,Diploma,7.76,2,Urban,5-8 Lakh,Intermediate,"Teaching, Customer Service, Python, Agriculture",Environment,Delhi
283,Student_283,20,Female,Undergraduate,7.44,1,Urban,2-5 Lakh,Intermediate,"Data Analysis, Excel, Social Media, Biology",Healthcare,Any
284,Student_284,18,Male,High School,7.57,0,Urban,5-8 Lakh,Basic,"Design, Healthcare, Customer Service, Chemistry",Healthcare,Any
285,Student_285,21,Male,High School,9.24,0,Rural,2-5 Lakh,Basic,"Social Media, Field Work, Healthcare, English, Finance",Finance,Delhi
286,Student_286,18,Male,Diploma,8.49,0,Urban,>8 Lakh,Basic,"Mathematics, Python",Environment,Any
287,Student_287,21,Male,Postgraduate,7.43,0,Rural,>8 Lakh,Basic,"Excel, Research, Social Media",Environment,Bangalore
288,Student_288,21,Male,Diploma,8.33,0,Rural,<2 Lakh,Intermediate,"Marketing, Field Work, Social Media, Research",Agriculture,Rural
289,Student_289,20,Male,Undergraduate,5.96,1,Urban,<2 Lakh,Intermediate,"Local Language, Project Management, Sales",Education,Bangalore
290,Student_290,21,Male,Diploma,7.68,1,Urban,<2 Lakh,Intermediate,"Healthcare, Customer Service, Agriculture",Environment,Chennai
291,Student_291,18,Male,Undergraduate,9.37,1,Urban,5-8 Lakh,Intermediate,"Sales, Design",Media,Pune
292,Student_292,18,Male,Diploma,6.94,1,Semi-Urban,5-8 Lakh,Basic,"Biology, Customer Service, MS Office, Sales, Field Work",IT,Rural
293,Student_293,23,Female,Diploma,6.18,0,Rural,2-5 Lakh,Intermediate,"Finance, Teaching, Research",Media,Delhi
294,Student_294,20,Female,Undergraduate,6.42,0,Rural,2-5 Lakh,Basic,"Teaching, Social Media, Communication, Biology, Data Analysis",Environment,Hyderabad
295,Student_295,19,Female,High School,5.89,0,Urban,<2 Lakh,Basic,"MS Office, Communication, Biology",Environment,Mumbai
296,Student_296,21,Male,High School,6.26,1,Rural,5-8 Lakh,Basic,"Customer Service, Chemistry, Field Work, Problem Solving",Environment,Bangalore
297,Student_297,22,Male,Diploma,6.76,0,Semi-Urban,>8 Lakh,Intermediate,"Data Analysis, Biology, Healthcare, Teaching",Manufacturing,Bangalore
298,Student_298,19,Male,High School,5.51,0,Semi-Urban,<2 Lakh,Advanced,"Biology, Project Management, Chemistry, Agriculture",Agriculture,Chennai
299,Student_299,21,Female,High School,7.22,1,Rural,2-5 Lakh,Basic,"Team Work, Research, Communication",Manufacturing,Bangalore
300,Student_300,18,Female,Diploma,8.28,2,Urban,<2 Lakh,Basic,"Data Analysis, Research, Social Media",Healthcare,Delhi
301,Student_301,18,Male,Undergraduate,6.11,0,Urban,2-5 Lakh,Intermediate,"Sales, Problem Solving, Research, Python",IT,Delhi
302,Student_302,21,Female,Undergraduate,9.02,1,Urban,2-5 Lakh,Basic,"Field Work, Customer Service, Leadership",Healthcare,Delhi
303,Student_303,21,Male,Undergraduate,7.81,1,Urban,<2 Lakh,Intermediate,"Teaching, Java, Customer Service",Marketing,Chennai
304,Student_304,21,Female,Diploma,8.44,2,Urban,2-5 Lakh,Intermediate,"Research, Field Work",Finance,Any
305,Student_305,22,Female,Postgraduate,6.41,2,Urban,2-5 Lakh,Advanced,"Leadership, English, Chemistry, Healthcare, Communication",NGO,Delhi
306,Student_306,25,Female,Diploma,8.23,0,Urban,2-5 Lakh,Intermediate,"Python, Project Management",NGO,Any
307,Student_307,21,Female,High School,5.89,0,Semi-Urban,2-5 Lakh,Intermediate,"Research, Healthcare, Finance, MS Office",NGO,Rural
308,Student_308,20,Female,Undergraduate,8.27,2,Rural,<2 Lakh,Intermediate,"Problem Solving, Java, Teaching",Media,Pune
309,Student_309,22,Male,High School,7.41,1,Semi-Urban,5-8 Lakh,Intermediate,"Healthcare, Communication, Excel",Media,Pune
310,Student_310,20,Female,Diploma,7.86,1,Rural,5-8 Lakh,Intermediate,"Marketing, Healthcare, Excel, Project Management",Finance,Rural
311,Student_311,20,Male,Undergraduate,5.79,1,Urban,2-5 Lakh,Basic,"English, Local Language",Government,Delhi
312,Student_312,18,Female,Postgraduate,6.13,1,Rural,<2 Lakh,Intermediate,"Java, Leadership, Mathematics",Agriculture,Chennai
313,Student_313,18,Female,Undergraduate,7.92,2,Urban,5-8 Lakh,Intermediate,"Project Management, Research, Excel, Social Media",Manufacturing,Rural
314,Student_314,25,Female,Undergraduate,6.06,3,Rural,>8 Lakh,Intermediate,"Communication, Customer Service, Chemistry, Design",Government,Hyderabad
315,Student_315,23,Male,Postgraduate,7.76,1,Urban,<2 Lakh,Intermediate,"Team Work, Mathematics",Environment,Rural
316,Student_316,22,Female,High School,5.56,0,Semi-Urban,2-5 Lakh,Intermediate,"Team Work, Social Media, Chemistry, Agriculture, Marketing",Media,Delhi
317,Student_317,20,Female,Diploma,8.22,2,Urban,<2 Lakh,Basic,"Finance, Research, Project Management, Design",NGO,Rural
318,Student_318,19,Female,Diploma,5.72,0,Urban,2-5 Lakh,Intermediate,"Research, Project Management, Team Work, Java, Biology",Education,Hyderabad
319,Student_319,19,Male,Undergraduate,7.86,0,Semi-Urban,<2 Lakh,Intermediate,"Communication, Chemistry, Data Analysis",Agriculture,Bangalore
320,Student_320,20,Male,Undergraduate,7.95,2,Urban,2-5 Lakh,Advanced,"English, Data Analysis, Teaching",IT,Bangalore
321,Student_321,21,Male,Postgraduate,6.36,0,Rural,5-8 Lakh,Advanced,"Local Language, Excel, Problem Solving, Social Media, Customer Service",Government,Pune
322,Student_322,22,Male,Undergraduate,7.9,0,Rural,2-5 Lakh,Basic,"Excel, Problem Solving, Python, Design, Finance",Healthcare,Any
323,Student_323,22,Female,Undergraduate,7.51,0,Semi-Urban,2-5 Lakh,Intermediate,"Field Work, Team Work, Healthcare",Marketing,Chennai
324,Student_324,20,Male,Diploma,6.55,2,Semi-Urban,2-5 Lakh,Basic,"Research, Java, Social Media",Manufacturing,Rural
325,Student_325,25,Female,Undergraduate,5.99,1,Semi-Urban,2-5 Lakh,Basic,"Research, Field Work, Finance",Healthcare,Bangalore
326,Student_326,22,Male,Postgraduate,4.84,1,Urban,<2 Lakh,Intermediate,"Excel, Local Language, Social Media",Healthcare,Delhi
327,Student_327,21,Male,Undergraduate,7.62,0,Semi-Urban,<2 Lakh,Basic,"Teaching, Mathematics, English",Education,Delhi
328,Student_328,21,Female,High School,5.32,2,Rural,5-8 Lakh,Intermediate,"Project Management, Local Language, Mathematics",Agriculture,Delhi
329,Student_329,20,Female,Undergraduate,7.31,2,Rural,<2 Lakh,Basic,"Data Analysis, Design, Communication, Customer Service, Social Media",Marketing,Bangalore
330,Student_330,19,Male,High School,6.88,0,Urban,5-8 Lakh,Basic,"English, Leadership",Agriculture,Bangalore
331,Student_331,20,Female,Diploma,8.01,1,Rural,>8 Lakh,Intermediate,"Teaching, Leadership, Excel, Java",Government,Rural
332,Student_332,22,Female,High School,6.84,0,Semi-Urban,<2 Lakh,Intermediate,"Problem Solving, Mathematics",Finance,Rural
333,Student_333,18,Male,Undergraduate,6.8,3,Semi-Urban,2-5 Lakh,Advanced,"Research, Team Work, Biology",NGO,Delhi
334,Student_334,19,Other,Undergraduate,8.08,1,Urban,2-5 Lakh,Intermediate,"Project Management, Research",Government,Mumbai
335,Student_335,18,Female,High School,7.6,2,Urban,5-8 Lakh,Intermediate,"Finance, Communication, Field Work",Agriculture,Mumbai
336,Student_336,18,Female,Diploma,7.58,0,Urban,>8 Lakh,Basic,"Research, Field Work, Marketing, Teaching",Government,Hyderabad
337,Student_337,23,Male,Undergraduate,7.76,2,Semi-Urban,5-8 Lakh,Basic,"Agriculture, Customer Service, Healthcare, Finance, Excel",Healthcare,Delhi
338,Student_338,22,Female,Diploma,5.36,2,Rural,<2 Lakh,Basic,"Team Work, Java",Government,Delhi
339,Student_339,21,Male,High School,8.11,1,Rural,5-8 Lakh,Intermediate,"Design, Biology, MS Office",Government,Any
340,Student_340,18,Male,Undergraduate,7.93,3,Urban,2-5 Lakh,Intermediate,"Team Work, Teaching, Python",Agriculture,Rural
341,Student_341,21,Male,Undergraduate,5.98,0,Urban,2-5 Lakh,Intermediate,"Excel, Social Media, Local Language, Project Management, Python",Healthcare,Mumbai
342,Student_342,21,Male,High School,6.91,0,Rural,<2 Lakh,Intermediate,"Chemistry, Local Language, Teaching, Project Management",Marketing,Bangalore
343,Student_343,19,Female,High School,7.15,1,Semi-Urban,<2 Lakh,Intermediate,"Java, Chemistry, Problem Solving",IT,Bangalore
344,Student_344,20,Female,Diploma,7.04,1,Rural,5-8 Lakh,Basic,"Healthcare, Agriculture, English, Finance",Healthcare,Rural
345,Student_345,20,Female,Postgraduate,7.6,1,Urban,2-5 Lakh,Basic,"Teaching, Problem Solving, Project Management, Design",IT,Chennai
346,Student_346,21,Male,Undergraduate,8.92,0,Rural,2-5 Lakh,Intermediate,"English, Healthcare",Agriculture,Delhi
347,Student_347,21,Male,Undergraduate,8.5,1,Urban,2-5 Lakh,Intermediate,"Excel, Healthcare, Sales",Environment,Rural
348,Student_348,18,Male,Diploma,5.63,0,Semi-Urban,5-8 Lakh,Advanced,"Design, MS Office, Local Language, Communication, Problem Solving",Healthcare,Bangalore
349,Student_349,20,Other,Undergraduate,7.95,1,Urban,5-8 Lakh,Basic,"MS Office, Design, Field Work, Healthcare",Environment,Mumbai
350,Student_350,21,Male,High School,8.79,1,Rural,<2 Lakh,Advanced,"Research, Local Language, Marketing",Education,Bangalore
351,Student_351,21,Female,Undergraduate,7.66,1,Urban,<2 Lakh,Basic,"Chemistry, Customer Service, Java",Finance,Chennai
352,Student_352,23,Female,Postgraduate,8.51,0,Rural,<2 Lakh,Basic,"Finance, Excel, MS Office",NGO,Bangalore
353,Student_353,22,Male,Undergraduate,9.61,1,Rural,>8 Lakh,Advanced,"Teaching, MS Office, Communication",Education,Mumbai
354,Student_354,19,Female,Postgraduate,8.43,0,Rural,2-5 Lakh,Basic,"Chemistry, Marketing, Agriculture, Python",NGO,Bangalore
355,Student_355,18,Male,Undergraduate,7.5,0,Urban,2-5 Lakh,Intermediate,"Local Language, Customer Service, Finance",Education,Delhi
356,Student_356,21,Female,High School,8.45,2,Urban,2-5 Lakh,Basic,"Design, Java, Data Analysis, Agriculture",Agriculture,Rural
357,Student_357,18,Female,Postgraduate,7.37,2,Urban,2-5 Lakh,Intermediate,"Sales, Team Work, Chemistry, Healthcare, English",NGO,Mumbai
358,Student_358,21,Male,High School,7.23,0,Rural,5-8 Lakh,Advanced,"Finance, Chemistry",Manufacturing,Delhi
359,Student_359,24,Male,Undergraduate,6.78,2,Urban,2-5 Lakh,Basic,"Java, Data Analysis, Teaching",Government,Pune
360,Student_360,21,Female,High School,9.08,2,Rural,<2 Lakh,Intermediate,"Customer Service, Leadership, Research",Finance,Rural
361,Student_361,20,Female,High School,6.22,2,Semi-Urban,<2 Lakh,Basic,"Finance, Field Work, Healthcare, Communication",Manufacturing,Rural
362,Student_362,21,Male,Undergraduate,9.04,0,Semi-Urban,2-5 Lakh,Intermediate,"Python, English",Environment,Chennai
363,Student_363,21,Female,Diploma,7.8,3,Urban,>8 Lakh,Basic,"Team Work, Mathematics, Social Media, Field Work",Education,Mumbai
364,Student_364,21,Female,Undergraduate,5.52,0,Rural,2-5 Lakh,Basic,"Problem Solving, Research, Customer Service, Python, Design",Education,Rural
365,Student_365,24,Female,Undergraduate,7.64,0,Urban,5-8 Lakh,Basic,"Excel, Social Media, Communication",Environment,Rural
366,Student_366,20,Male,High School,4.68,0,Rural,5-8 Lakh,Basic,"Finance, Communication, English, Leadership, Healthcare",Environment,Mumbai
367,Student_367,25,Female,High School,7.95,1,Semi-Urban,<2 Lakh,Advanced,"Field Work, Research, Agriculture, Teaching, Design",Manufacturing,Any
368,Student_368,24,Female,Undergraduate,8.26,0,Urban,<2 Lakh,Basic,"Healthcare, Social Media",Manufacturing,Delhi
369,Student_369,19,Male,Diploma,6.49,0,Urban,<2 Lakh,Basic,"Finance, Customer Service",IT,Any
370,Student_370,18,Male,Undergraduate,7.35,0,Semi-Urban,5-8 Lakh,Intermediate,"Leadership, Marketing, Data Analysis, Team Work, Agriculture",Media,Rural
371,Student_371,19,Female,Undergraduate,9.54,2,Semi-Urban,<2 Lakh,Basic,"Biology, Leadership, Excel, Teaching, Chemistry",Finance,Rural
372,Student_372,18,Male,Undergraduate,6.59,2,Urban,2-5 Lakh,Intermediate,"Mathematics, Design",Government,Any
373,Student_373,18,Female,Undergraduate,5.93,0,Rural,2-5 Lakh,Advanced,"MS Office, Mathematics",Media,Rural
374,Student_374,22,Male,Undergraduate,8.98,2,Urban,5-8 Lakh,Intermediate,"Agriculture, Teaching",Manufacturing,Mumbai
375,Student_375,18,Male,Undergraduate,9.56,2,Urban,<2 Lakh,Advanced,"Python, Research, Biology, Project Management, Local Language",Manufacturing,Chennai
376,Student_376,20,Female,Diploma,7.2,2,Semi-Urban,2-5 Lakh,Intermediate,"Healthcare, Leadership",IT,Delhi
377,Student_377,23,Male,Diploma,8.41,0,Semi-Urban,2-5 Lakh,Basic,"Finance, Customer Service, Healthcare",Finance,Bangalore
378,Student_378,18,Male,Undergraduate,8.81,1,Rural,2-5 Lakh,Intermediate,"Sales, MS Office, Customer Service, Chemistry",Finance,Rural
379,Student_379,23,Male,Undergraduate,6.31,2,Urban,5-8 Lakh,Intermediate,"Customer Service, Marketing",Marketing,Bangalore
380,Student_380,20,Female,Undergraduate,6.62,1,Semi-Urban,<2 Lakh,Intermediate,"Finance, MS Office, Data Analysis, Field Work",Healthcare,Bangalore
381,Student_381,19,Male,Undergraduate,8.68,0,Urban,5-8 Lakh,Advanced,"Social Media, Project Management, Marketing",Media,Hyderabad
382,Student_382,22,Male,Postgraduate,9.22,1,Urban,5-8 Lakh,Intermediate,"Social Media, Chemistry, Design, Java, MS Office",Healthcare,Rural
383,Student_383,21,Female,Postgraduate,7.88,1,Rural,2-5 Lakh,Advanced,"Biology, Healthcare, Field Work",NGO,Delhi
384,Student_384,23,Male,Undergraduate,6.14,1,Urban,5-8 Lakh,Intermediate,"Mathematics, Marketing, Local Language, English",Education,Bangalore
385,Student_385,22,Female,Diploma,9.58,0,Rural,2-5 Lakh,Intermediate,"Leadership, Healthcare, Java, Agriculture",Agriculture,Mumbai
386,Student_386,23,Male,Undergraduate,6.56,0,Rural,<2 Lakh,Intermediate,"Project Management, MS Office",Agriculture,Rural
387,Student_387,20,Female,Diploma,6.8,2,Urban,5-8 Lakh,Basic,"Communication, Finance",Finance,Delhi
388,Student_388,19,Male,Undergraduate,7.61,2,Urban,2-5 Lakh,Advanced,"Communication, Agriculture, Finance",Government,Pune
389,Student_389,22,Female,Undergraduate,9.06,0,Urban,2-5 Lakh,Intermediate,"Python, Biology, Leadership",Healthcare,Mumbai
390,Student_390,23,Male,Undergraduate,8.22,3,Urban,2-5 Lakh,Basic,"Design, English, Leadership, Excel",Marketing,Mumbai
391,Student_391,25,Male,Diploma,7.7,0,Rural,>8 Lakh,Basic,"Healthcare, Mathematics, Teaching, MS Office",Environment,Any
392,Student_392,20,Male,Diploma,7.76,1,Semi-Urban,2-5 Lakh,Intermediate,"Team Work, Field Work, Marketing",Government,Delhi
393,Student_393,20,Male,Undergraduate,7.25,2,Urban,<2 Lakh,Basic,"English, Excel, MS Office, Local Language",NGO,Chennai
394,Student_394,22,Male,High School,7.87,2,Urban,2-5 Lakh,Basic,"Customer Service, Marketing, MS Office, English",Environment,Delhi
395,Student_395,20,Male,Postgraduate,4.16,2,Rural,5-8 Lakh,Intermediate,"Field Work, Chemistry, Healthcare, Customer Service",Agriculture,Chennai
396,Student_396,24,Female,Diploma,6.84,0,Semi-Urban,5-8 Lakh,Basic,"Java, Team Work, Excel",Media,Chennai
397,Student_397,23,Male,Diploma,7.49,2,Urban,2-5 Lakh,Intermediate,"Social Media, English, Local Language",Manufacturing,Bangalore
398,Student_398,20,Male,High School,5.82,0,Urban,5-8 Lakh,Basic,"Research, Social Media, Biology",Media,Delhi
399,Student_399,22,Female,Undergraduate,7.66,1,Rural,<2 Lakh,Basic,"Excel, Design, Communication",Manufacturing,Bangalore
400,Student_400,22,Female,Undergraduate,6.95,1,Urban,2-5 Lakh,Intermediate,"Chemistry, English, Field Work",Media,Pune
401,Student_401,19,Male,Diploma,9.31,1,Urban,5-8 Lakh,Intermediate,"Communication, Finance, Problem Solving",Healthcare,Rural
402,Student_402,24,Male,High School,9.09,0,Rural,5-8 Lakh,Basic,"Field Work, Research",Agriculture,Hyderabad
403,Student_403,21,Male,Undergraduate,6.64,2,Rural,5-8 Lakh,Basic,"Python, Java, MS Office, Mathematics",Agriculture,Hyderabad
404,Student_404,23,Female,Diploma,7.02,0,Rural,5-8 Lakh,Intermediate,"Java, Research",Government,Mumbai
405,Student_405,20,Female,Undergraduate,7.11,0,Rural,<2 Lakh,Basic,"Sales, Design",Media,Mumbai
406,Student_406,23,Male,Undergraduate,6.66,1,Rural,5-8 Lakh,Basic,"Leadership, Social Media, Agriculture",Education,Mumbai
